식품명,에너지(kcal),단백질(g),지방(g),탄수화물(g)
과ㆍ채주스_루트 클렌즈,29,0.28,,
과ㆍ채주스_루트클렌즈,29,0.28,,
과ㆍ채주스_리얼 사과 주스,46,0.0,,11.3
과ㆍ채주스_리얼 수박 주스,45,0.48,,
과ㆍ채주스_리얼 수박 주스,18,0.46,,
과ㆍ채주스_리얼 수박 주스,36,0.3,,
과ㆍ채주스_리얼 캐롯플 주스,40,0.22,,9.78
과ㆍ채주스_리얼 토마토 주스,42,0.54,,10.27
과ㆍ채주스_리얼 홍시 주스,116,0.14,,
과ㆍ채주스_리얼수박 주스,31,0.56,,
과ㆍ채주스_리얼수박 주스,73,1.01,,
과ㆍ채주스_망고 딸기 주스,72,0.28,,
과ㆍ채주스_망고 주스,45,0.0,,
과ㆍ채주스_망고 주스,94,0.13,,
과ㆍ채주스_망고 주스,56,1.79,,
과ㆍ채주스_망고 주스,29,0.09,0.35,6.46
과ㆍ채주스_망고 주스 (J),22,0.0,,
과ㆍ채주스_망고 주스 (L),23,0.0,,
과ㆍ채주스_망고 주스 (L),35,0.0,,4.23
과ㆍ채주스_망고 주스 (ML),39,0.0,,4.65
과ㆍ채주스_망고 주스 (R),56,0.2,,
과ㆍ채주스_망고 주스 병음료,62,0.53,,
과ㆍ채주스_망고 쥬스,50,0.19,0.03,12.58
과ㆍ채주스_망고바나나,67,1.06,0.93,13.6
과ㆍ채주스_망플단,28,0.17,,
과ㆍ채주스_망플단 (더벤티),28,0.1,,
과ㆍ채주스_망플단 망고/파인애플/단호박,28,0.08,,
과ㆍ채주스_미드나잇 트로피칼 주스 망고용과,56,0.31,,
과ㆍ채주스_밀싹 케일 주스,29,0.24,,
과ㆍ채주스_밀싹케일 주스,32,0.43,,7.66
과ㆍ채주스_바나나 생과일 주스,59,1.11,,
과ㆍ채주스_바나나 주스,13,0.02,,
과ㆍ채주스_바나나 주스,61,1.78,,
과ㆍ채주스_바나나 주스 (L),73,1.29,,
과ㆍ채주스_바나나 주스 (R),70,1.21,,
과ㆍ채주스_배 주스 (L),52,0.14,,
과ㆍ채주스_배 주스 (Max),51,0.12,,
과ㆍ채주스_배 주스 (R),52,0.18,,
과ㆍ채주스_베리&바나나 주스,44,0.77,,
과ㆍ채주스_봄 딸기 주스,40,0.27,,
과ㆍ채주스_블랙베리 주스,34,0.21,,8.3
과ㆍ채주스_블루베리 주스 (L),32,0.0,,2.64
과ㆍ채주스_블루베리 주스 (ML),35,0.0,,2.96
과ㆍ채주스_비타민 주스 딸기 (Grande),53,0.21,,
과ㆍ채주스_비타민 주스 딸기 (Tall),53,0.28,,
과ㆍ채주스_비타민 주스 딸기 (Venti),44,0.14,,
과ㆍ채주스_비타민 주스 파인애플 (Grande),42,0.21,,
과ㆍ채주스_비타민 주스 파인애플 (Tall),43,0.28,,
과ㆍ채주스_비타민 주스 파인애플 (Venti),35,0.14,,
과ㆍ채주스_비타민 클린 주스 레몬밀싹,33,0.42,,
과ㆍ채주스_비타민 클린 주스 사과당근,27,0.42,,
과ㆍ채주스_비타민 클린 주스 진저파인,27,0.42,,
과ㆍ채주스_비타민주스 딸기,54,0.15,,
과ㆍ채주스_비타민주스 파인애플,43,0.15,,
과ㆍ채주스_비트 사과 주스,31,0.24,,
과ㆍ채주스_비트파인애플 주스,34,0.21,,8.3
과ㆍ채주스_사과 비트 착즙 주스,35,0.28,,
과ㆍ채주스_사과_당근,38,0.23,0.03,9.14
과ㆍ채주스_사딸비,29,0.17,,
과ㆍ채주스_사딸비 (더벤티),29,0.21,,
과ㆍ채주스_사딸비 사과/딸기/비트,29,0.17,,
과ㆍ채주스_살구 주스 (L),41,0.2,,8.6
과ㆍ채주스_살구 주스 (ML),44,0.14,,9.72
과ㆍ채주스_생과일 수박 주스,33,0.48,,
과ㆍ채주스_생과일 토마토 주스,31,0.48,,
과ㆍ채주스_생과일주스 딸기,55,0.23,,
과ㆍ채주스_샤인머스켓 그린주스,37,0.14,0.02,9.07
과ㆍ채주스_샤인머스켓케일주스,40,0.0,0.0,9.81
과ㆍ채주스_선샤인 애플 주스 사과,45,0.17,,
과ㆍ채주스_선셋 복숭아 주스 살구복숭아,49,0.29,,
과ㆍ채주스_설향 생딸기 주스,44,0.28,,
과ㆍ채주스_수박 주스,29,0.43,0.21,6.38
과ㆍ채주스_수박 주스,100,1.45,,
과ㆍ채주스_수박 주스,21,0.41,,
과ㆍ채주스_수박 주스,21,0.41,,
과ㆍ채주스_수박 주스,25,0.24,,
과ㆍ채주스_수박 주스,50,0.53,0.0,12.11
과ㆍ채주스_수박 주스 (L),25,0.21,,2.75
과ㆍ채주스_수박 주스 (ML),24,0.14,,2.39
과ㆍ채주스_수박머스캣 소다,66,0.0,,
과ㆍ채주스_수박파인 펀치,73,0.48,,
과ㆍ채주스_스트로베리 주스,53,0.39,0.0,13.16
과ㆍ채주스_스트로베리 주스,32,0.21,,7.66
과ㆍ채주스_애플망고 주스 (L),34,0.19,,
과ㆍ채주스_옐로우 클렌즈,29,0.28,,
과ㆍ채주스_옐로우 펀치,30,0.28,0.03,
과ㆍ채주스_오곡바나나 주스,68,1.91,,
과ㆍ채주스_오렌지 당근 착즙 주스,34,0.28,,
과ㆍ채주스_오렌지 썸머,27,0.3,0.01,
과ㆍ채주스_오렌지 자몽 생과일 주스,40,0.42,,
과ㆍ채주스_오렌지 자몽 주스,27,0.43,,6.38
과ㆍ채주스_오렌지 주스 (L),41,0.32,,4.86
과ㆍ채주스_오렌지 주스 (L),49,0.68,,
과ㆍ채주스_오렌지 주스 (ML),45,0.28,,5.49
과ㆍ채주스_오렌지 주스 (R),46,0.65,,
과ㆍ채주스_오렌지 주스 (R),34,0.56,,
과ㆍ채주스_오렌지 후레쉬 주스,20,0.24,,4.88
과ㆍ채주스_오렌지당근주스,40,0.0,0.0,9.81
과ㆍ채주스_오리지널 깔라만시 (L),24,0.07,,
과ㆍ채주스_오리지널 깔라만시 (R),23,0.05,,
과ㆍ채주스_오사당,29,0.33,,
과ㆍ채주스_오사당 (더벤티),28,0.31,,
과ㆍ채주스_오사당 오렌지/사과/당근,29,0.34,,
과ㆍ채주스_완전 딸기 주스,32,0.28,,
과ㆍ채주스_완전 망고 주스,34,0.28,,
과ㆍ채주스_완전 블루베리 주스,33,0.42,,
과ㆍ채주스_완전딸기 주스,36,0.32,,
과ㆍ채주스_완전망고 주스,39,0.32,,
과ㆍ채주스_완전블루베리 주스,40,0.51,,
과ㆍ채주스_완전성주참외 주스,38,0.51,,
과ㆍ채주스_완전수박 주스,40,0.46,,
과ㆍ채주스_완전토마토 주스,29,0.55,,
과ㆍ채주스_자몽 주스,24,0.0,,
과ㆍ채주스_자몽 주스 (J),13,0.15,,
과ㆍ채주스_자몽 주스 (L),14,0.21,,
과ㆍ채주스_자몽 주스 (L),34,0.21,,
과ㆍ채주스_자몽 주스 (ML),37,0.28,,
과ㆍ채주스_자몽 주스 (R),26,0.13,,
과ㆍ채주스_자몽 주스 (R),33,0.56,,
과ㆍ채주스_자몽 주스 아이스(ICED),53,0.0,,
과ㆍ채주스_자몽 주스 핫(HOT),69,0.0,,
과ㆍ채주스_자몽 후레쉬 주스,21,0.21,,5.11
과ㆍ채주스_제주 한라봉 주스,32,0.28,,
감자튀김_웨지감자,121,3.0,,
과ㆍ채주스_찐수박 100 리얼 수박,20,0.3,,
과ㆍ채주스_청도 홍시 주스,56,0.19,,
과ㆍ채주스_청포도 주스 (L),30,0.11,,4.23
과ㆍ채주스_청포도 주스 (ML),28,0.14,,3.8
과ㆍ채주스_청포도케일 착즙 주스,36,0.28,,
과ㆍ채주스_초코바나나,63,1.45,1.28,11.4
과ㆍ채주스_초코바나나 주스,62,1.37,,
과ㆍ채주스_케일 캐롯 주스,33,0.28,,
과ㆍ채주스_크러쉬 블루베리 주스 블루베리,38,0.29,,
과ㆍ채주스_키위 생과일 주스,53,0.28,,
과ㆍ채주스_키위 주스,32,0.52,,
과ㆍ채주스_키위 주스,41,0.0,,
과ㆍ채주스_키위 주스,35,0.0,,
과ㆍ채주스_키위 주스,61,0.23,,
과ㆍ채주스_키위 주스 (L),32,0.32,,4.86
과ㆍ채주스_키위 주스 (ML),30,0.28,,4.37
과ㆍ채주스_키위 주스 (R),60,0.46,,
과ㆍ채주스_키위 주스 (R),92,0.35,,
과ㆍ채주스_키위 쥬스 (L),45,0.58,,
과ㆍ채주스_키위 쥬스 (R),43,0.56,,
과ㆍ채주스_탐라는감귤 생과일 쥬스,41,0.5,0.19,10.21
과ㆍ채주스_토마토 생과일 주스,31,0.64,,
과ㆍ채주스_토마토 생과일 주스,22,0.28,,
과ㆍ채주스_토마토 주스,21,0.56,,
과ㆍ채주스_토마토 주스,25,0.73,,
과ㆍ채주스_토마토 주스,21,0.61,,
과ㆍ채주스_토마토 주스 (R),37,0.76,,
과ㆍ채주스_토마토 주스 병음료,37,0.53,,
과ㆍ채주스_토마토 쥬스 (L),27,0.64,,
과ㆍ채주스_토마토 쥬스 (R),27,0.59,,
과ㆍ채주스_파이팅 청귤 병음료,50,0.53,,
과ㆍ채주스_파인 자몽 주스,25,0.24,,
과ㆍ채주스_파인애플 주스,25,5.08,,
과ㆍ채주스_파인애플 주스,37,0.21,,8.94
과ㆍ채주스_포멜로 크림 주스,45,0.28,,
과ㆍ채주스_포블마 포도/블루베리/고구마,32,0.17,,
과ㆍ채주스_한라봉 주스 (R),45,0.08,,
과ㆍ채주스_한라봉주스 병음료,41,0.26,,
과ㆍ채주스_한방에 쭉 감당 병음료,53,0.53,,
과ㆍ채주스_해독주스_착즙형,44,0.47,0.04,10.51
과ㆍ채주스_햇사과 주스 병음료,59,0.11,,
과ㆍ채주스_혼합과일주스,59,0.77,0.37,13.19
과ㆍ채주스_홍시 주스,57,0.12,,
과ㆍ채주스_홍시 주스 (L),35,0.11,,3.49
과ㆍ채주스_홍시 주스 (ML),39,0.14,,3.8
과ㆍ채주스_홍시 주스 (R),46,0.14,,
과ㆍ채주스_홍시 쥬스,33,0.17,0.06,8.59
과ㆍ채주스_홍시주스,60,0.24,,
과일_하루 한 컵 RED,43,0.47,,
과일샐러드,102,0.9,6.52,11.19
과일샐러드,75,0.38,5.49,6.74
과일샐러드,108,0.5,5.67,15.1
과일샐러드,65,0.53,3.8,7.84
광어 매운탕,62,9.0,1.74,2.6
과ㆍ채주스_키위 주스 (R),43,0.28,,
광어 매운탕,63,8.9,1.74,2.94
국밥,52,3.45,1.03,7.33
국밥_굴,105,6.52,2.74,13.6
국밥_돼지고기,76,5.53,3.22,6.23
국밥_돼지머리,137,6.7,5.16,15.94
국밥_소고기,47,3.11,1.16,6.09
국밥_순대국밥,75,3.17,2.28,10.38
국밥_콩나물,52,1.45,0.24,10.93
국수,77,3.8,1.05,12.43
국수,54,2.2,0.75,8.94
국수,56,2.5,0.96,8.87
국수_김치말이국수,50,2.15,0.8,8.67
국수_막국수,57,2.0,0.58,10.98
국수_막국수,133,5.8,1.61,23.9
국수_비빔국수,102,3.01,0.95,20.47
국수_열무김치,54,1.88,1.28,8.7
국수_열무김치,120,3.8,2.13,20.39
국수_열무김치,59,2.2,0.99,9.79
국수_열무김치,69,2.2,1.22,11.72
국수_잔치국수,44,1.93,0.49,8.05
국수_쟁반막국수,119,6.68,4.56,12.81
국수전골,88,3.4,1.83,14.56
군만두,219,8.5,9.25,25.22
군만두,219,8.5,9.25,25.22
군만두,219,8.5,9.25,25.22
군만두,219,8.5,9.25,25.22
굴 국밥,63,1.6,0.32,12.79
굴 두부찌개,21,2.2,0.66,1.48
굴 미역국,16,1.9,0.47,1.9
굴 미역국,16,1.9,0.47,1.9
굴국_두부,18,2.0,0.65,0.98
굴국_두부,19,2.0,0.68,0.97
굴국_두부,18,2.0,0.65,0.98
굴국_무,25,2.41,0.36,2.93
굴무침,77,6.68,2.31,7.3
굴무침_무,29,2.2,0.62,3.71
굴무침_채소,41,3.3,1.23,4.46
굴밥,122,4.3,1.95,21.44
굴비구이,122,11.83,7.4,0.98
굴비구이,530,59.2,29.72,0.6
굴비구이,524,59.2,29.72,0.6
굴전,195,10.6,10.5,14.5
굴전,123,6.25,6.27,9.54
굴전,213,11.9,11.55,13.98
굴죽,107,2.4,2.99,16.76
굴찜,142,11.3,4.04,15.7
귀리밥,162,3.9,0.87,34.54
귤차_제주 청귤 그린티 아이스(ICED),184,0.0,,
귤차_제주 한라봉 감귤차 아이스(ICED),56,0.28,,
귤차_제주 한라봉 감귤차 핫(HOT),56,0.28,,
귤차_제주 한라봉감귤차 아이스(ICED),56,0.28,,
귤차_제주 한라봉감귤차 핫(HOT),56,0.28,,
귤차_제주청귤 블라썸 핫(HOT),49,0.14,,
귤차_제주청귤 오리지널 핫(HOT),53,0.11,,
귤차_제주청귤차,35,0.17,,
귤차_제주청귤티 아이스(ICED),38,0.06,0.0,9.26
귤차_제주청귤티 아이스(ICED),48,0.17,,
귤차_제주청귤티 핫(HOT),49,0.08,0.0,12.04
귤차_제주청귤티 핫(HOT),48,0.15,,
귤차_청귤 티 핫(HOT),36,0.06,,
귤차_청귤블랙티 아이스(ICED) (L),25,0.07,,
귤차_청귤블랙티 아이스(ICED) (M),27,0.08,,
귤차_청귤블랙티 핫(HOT) (L),25,0.07,,
귤차_청귤블랙티 핫(HOT) (M),27,0.08,,
귤차_청귤차 아이스(ICED) (L),25,0.07,,
귤차_청귤차 아이스(ICED) (M),27,0.08,,
귤차_청귤차 핫(HOT) (L),25,0.07,,
귤차_청귤차 핫(HOT) (M),27,0.08,,
귤차_청귤티 아이스(ICED),56,0.05,,
귤차_청귤티 핫(HOT),36,0.06,,
귤차_탐라는감귤티 아이스(ICED),42,0.12,0.18,10.03
귤차_탐라는감귤티 핫(HOT),54,0.16,0.23,13.04
그라탕_오지치즈그라탕,231,9.38,,
그라탕_콘치즈그라탕 (L),387,14.19,,
그라탕_콘치즈그라탕 (R),549,20.15,,
근대 된장국,10,0.9,0.25,1.36
근대 된장국,12,0.9,0.34,1.71
근대 된장국,12,0.9,0.29,1.66
근대 된장국,14,1.0,0.36,1.92
근대나물,50,2.5,2.87,4.49
근대나물,56,2.5,2.85,6.4
근대나물,56,2.5,2.85,6.4
근대나물,50,2.5,2.87,4.49
기름장,640,0.2,69.06,0.92
기스면,61,3.78,1.07,8.98
기장밥,129,2.5,0.39,27.57
기장밥,166,3.44,0.57,36.77
기장밥,118,2.25,0.18,25.75
기장밥,121,2.23,0.16,26.3
기장밥,118,2.22,0.16,25.77
기장밥_찹쌀,119,2.4,0.37,25.52
기장밥_찹쌀,118,2.3,0.36,25.4
기장밥_찹쌀,121,2.3,0.36,25.97
기타빵_고구마빵,272,2.22,,51.11
기타빵_고구마스틱,258,10.11,,
기타빵_까눌레,339,6.0,,
기타빵_달달 고구마빵,238,1.11,,
기타빵_달콤촉촉 고구마빵,273,1.82,,
기타빵_달콤촉촉고구마빵,273,1.82,,
기타빵_달콩찹쌀브레드,336,7.14,,
기타빵_롤링넛츠,329,6.0,15.9,40.4
기타빵_마늘단짝고구마,332,6.63,,
기타빵_밤이랑고구마랑,315,7.0,,
기타빵_별님고구마,258,6.0,,
기타빵_슈크림치즈스틱,318,12.14,,
기타빵_스트링치즈스틱,303,16.93,,
기타빵_씨앗가득고소함이찰떡,358,8.0,,
기타빵_씨앗깜파뉴(Half),291,12.06,,
기타빵_씨앗깜파뉴(대),291,12.03,,
기타빵_씨앗깜파뉴(소),291,12.06,,
기타빵_얼그레이 까눌레,222,4.44,,
기타빵_얼그레이까눌레,222,4.44,,
기타빵_연유버터라우겐,239,4.02,,
기타빵_오리지널 까눌레,222,4.44,,
기타빵_오리지널까눌레,222,4.44,,
기타빵_옥수수범벅,332,6.52,,
기타빵_우리쌀 막걸리로 만든 초당옥수수빵,206,4.85,0.79,44.85
기타빵_잔슨빌스틱,325,14.89,,
기타빵_제주쑥오메기빵,211,6.32,,
기타빵_진짜고구마빵,287,2.0,10.2,47.0
기타빵_쫀득 고구마빵,290,6.0,,
기타빵_춘천 감자빵,245,5.0,,
기타빵_카라멜아몬드,450,10.7,24.9,45.8
기타빵_코코넛로쉐(낱개),304,8.7,,
기타빵_콩팥담뿍브레드,286,8.16,,
기타빵_콩팥담뿍브레드(Half),287,7.9,,
기타빵_톡톡 초당옥수수빵,300,4.0,,
기타빵_톡톡쫄깃 옥수수빵,299,5.0,,
기타빵_통밀스틱,257,9.72,,
기타빵_통통 옥수수빵,274,2.86,,
기타빵_흑미브래드스틱,310,10.77,,
기타음료_기라델리 스윗 바닐라 아이스(ICED),43,0.99,,5.77
기타음료_기라델리 스윗 바닐라 핫(HOT),50,1.27,,6.48
기타음료_기라델리 클래식 초코 아이스(ICED),38,0.99,,6.34
기타음료_기라델리 클래식 초코 핫(HOT),45,1.41,,7.04
기타음료_논알콜 하이볼,38,0.08,,
기타음료_딸기요거트드링크,62,1.64,1.82,9.55
기타음료_라임 모히또,39,0.07,,
기타음료_레드 파워 스매셔 (Grande),78,0.21,,
기타음료_마시는 요거트 딸기,134,2.47,,
기타음료_마시는 요거트 망고,135,2.47,,
기타음료_마시는 요거트 블루베리,133,2.17,,
기타음료_마시는 요거트 자몽,119,2.54,,
기타음료_마시는 요거트 청포도,97,2.52,,
기타음료_마시는 요거트 코코넛,123,2.72,,
기타음료_미초 아이스(ICED),21,0.14,,
기타음료_복숭아요거트드링크,67,1.64,1.95,10.56
기타음료_비타2000 저칼로리 망고 블랜딩 제로슈거 (초대용량),4,0.06,,
기타음료_비타2000 제로칼로리 레몬 블랜딩 제로슈거 (초대용량),1,0.02,,
기타음료_비타2000 제로칼로리 청포도 블랜딩 제로슈거 (초대용량),3,0.02,,
기타음료_사고 피치 YO,60,0.38,,
기타음료_스타벅스 슬래머 (Grande),50,0.0,,
기타음료_아삭 피치 YO,57,0.76,,
기타음료_인크레드불 화이트 아이스(ICED),34,0.02,,
기타음료_자몽 모히또,38,0.11,,
기타음료_청포도 모히또,39,0.07,,
기타음료_청포도플라워 아이스(ICED),31,0.0,,
기타음료_코코 커피젤리 워터 아이스(ICED) (Grande),53,0.21,,
기타음료_코코 커피젤리 워터 아이스(ICED) (Mini Venti),52,0.35,,
기타음료_코코 커피젤리 워터 아이스(ICED) (Tall),47,0.28,,
기타음료_코코 커피젤리 워터 아이스(ICED) (Venti),50,0.28,,
기타음료_탐라는감귤요거트드링크,68,1.22,1.28,13.18
기타음료_플레인요거트드링크,56,1.68,1.99,7.58
기타차_골든펄 딸기 캐모마일티,39,0.0,,
기타차_골든펄 망고 패션프룻 그린티,45,0.0,,
기타차_깔라만시,32,0.0,,
기타차_깔라만시티 아이스(ICED),34,0.0,,
기타차_깔라만시티 핫(HOT),57,0.21,,
기타차_깔라봉 차 (L),45,0.04,,
기타차_깔라봉 차 (R),47,0.03,,
기타차_나주 배숙차 아이스(ICED),28,0.03,,
기타차_나주 배숙차 핫(HOT),35,0.04,,
기타차_딸기 히비스커스 티 아이스(ICED),29,0.07,,
기타차_딸기 히비스커스 티 핫(HOT),32,0.06,,
기타차_딸기둥둥상큼티,43,0.09,,
기타차_딸기오렌지바나나 (L),1,0.0,,
기타차_딸기오렌지바나나 (M),1,0.0,,
기타차_딸기차 아이스(ICED) (L),32,0.06,,
기타차_딸기차 아이스(ICED) (M),32,0.07,,
기타차_딸기차 핫(HOT) (L),32,0.06,,
기타차_딸기차 핫(HOT) (M),32,0.07,,
기타차_딸기티 아이스(ICED),82,0.06,,
기타차_딸기티 핫(HOT),82,0.06,,
기타차_라임티 아이스(ICED),25,0.0,,
기타차_라임티 핫(HOT),25,0.0,,
기타차_레몬 자스민티 아이스(ICED) (J),22,0.0,,
기타차_레몬 자스민티 아이스(ICED) (L),24,0.0,,
기타차_레몬 자스민티 핫(HOT) (J),30,0.0,,
기타차_레몬 자스민티 핫(HOT) (L),27,0.0,,
기타차_레몬&오렌지 홍차티 아이스(ICED),1,0.07,0.0,0.0
기타차_레몬&오렌지 홍차티 핫(HOT),2,0.11,,
기타차_레몬&오렌지홍차티 아이스(ICED),1,0.07,,
기타차_레몬&오렌지홍차티 핫(HOT),2,0.11,,
기타차_레몬민트 아이스(ICED),40,0.17,,
기타차_레몬민트 아이스(ICED) (더벤티),41,0.1,,
기타차_레몬민트 핫(HOT),40,0.17,,
기타차_레몬진저 캐모마일 아이스(ICED),21,0.21,,
기타차_레몬진저 캐모마일 핫(HOT),21,0.21,,
기타차_레몬페퍼민트티 아이스(ICED),25,0.05,0.02,5.54
기타차_레몬페퍼민트티 핫(HOT),33,0.07,0.03,7.2
기타차_레몬허니블랙티 아이스(ICED),34,0.1,0.01,8.13
기타차_레몬허니블랙티 핫(HOT),44,0.14,0.01,10.57
기타차_루이보스 바닐라티 아이스(ICED),0,0.0,,
기타차_루이보스 바닐라티 핫(HOT),0,0.0,,
기타차_리치 캐모마일티 아이스(ICED) (L),28,0.0,,6.98
기타차_리치 캐모마일티 아이스(ICED) (ML),37,0.0,,9.3
기타차_리치 캐모마일티 핫(HOT) (ML),45,0.0,,11.17
기타차_망고 히비스커스티 아이스(ICED),35,0.07,,
기타차_망고 히비스커스티 핫(HOT) (R),44,0.1,,
기타차_망고사고 프룻티,61,0.06,,
기타차_매실차 아이스(ICED) (L),30,0.0,,
기타차_매실차 아이스(ICED) (M),29,0.0,,
기타차_매실차 핫(HOT) (L),30,0.0,,
기타차_매실차 핫(HOT) (M),29,0.0,,
기타차_배 모과차 아이스(ICED) (EX),42,0.0,,
기타차_배 모과차 아이스(ICED) (R),36,0.0,,
기타차_배 모과차 핫(HOT) (EX),44,0.0,,
기타차_배 모과차 핫(HOT) (R),39,0.0,,
기타차_배도라지차 아이스(ICED),41,0.0,0.0,10.15
기타차_배도라지차 핫(HOT),53,0.0,0.0,13.2
기타차_베리 히비스커스 아이스(ICED),2,0.0,,
기타차_베리 히비스커스 핫(HOT),2,0.0,,
기타차_빨간 코 루돌프의 상큼 리치티 아이스(ICED),37,0.1,0.04,8.97
기타차_빨간 코 루돌프의 상큼 리치티 핫(HOT),46,0.12,0.05,11.4
기타차_사과유자차 아이스(ICED),34,0.04,0.01,8.46
기타차_사과유자차 핫(HOT),38,0.05,0.02,9.54
기타차_삼라봉티 아이스(ICED),43,0.48,,
기타차_삼라봉티 핫(HOT),61,0.25,,
기타차_상그리아티,44,0.03,,
기타차_상그리아티 아이스(ICED),44,0.03,,
기타차_상그리아티 핫(HOT),44,0.03,,
기타차_샤인머스캣 티플레저,29,0.07,,
기타차_샹그리아 프루티 아이스(ICED),38,0.06,,
기타차_샹그리아 프루티 핫(HOT),44,0.08,,
기타차_석류 애플라임 아이스(ICED),51,0.0,,
기타차_석류 애플라임 핫(HOT),57,0.26,,
기타차_석류 오리지널 핫(HOT),55,0.0,,
기타차_스노우코코 아이스(ICED) (L),0,0.0,,
기타차_스노우코코 아이스(ICED) (M),0,0.0,,
기타차_스노우코코 핫(HOT) (L),0,0.0,,
기타차_스노우코코 핫(HOT) (M),0,0.0,,
기타차_스위트 피치 아이스(ICED),46,0.0,,11.35
기타차_스트로베리 릴렉싱티,133,0.36,,
기타차_스트로베리 프룻티,44,0.11,,
기타차_슬림 딸기 레몬 캐모마일티,0,0.06,,
기타차_슬림 망고 레몬 캐모마일티,0,0.06,,
기타차_슬림 망고 리치 히비스커스티,0,0.09,,
기타차_슬림 청포도 레몬 캐모마일티,0,0.06,,
기타차_슬림 청포도 리치 히비스커스티,0,0.07,,
기타차_아임파인 민트티 아이스(ICED),7,0.01,,
기타차_아임파인 민트티 핫(HOT),12,0.06,,
기타차_엘더베리 아이스(ICED),0,0.0,,
기타차_엘더베리 핫(HOT),0,0.0,,
기타차_유스베리 로즈티 브리즈 아이스(ICED) (Grande),25,0.0,,
기타차_유스베리 로즈티 브리즈 핫(HOT) (Grande),35,0.0,,
기타차_유자 민트 티 아이스(ICED),43,0.0,,
기타차_유자 민트 티 핫(HOT),62,0.0,,
기타차_유자 엘더베리 아이스(ICED),41,0.21,,
기타차_유자 엘더베리 핫(HOT),41,0.21,,
기타차_유자레몬티 아이스(ICED),48,0.17,,
기타차_유자레몬티 핫(HOT),48,0.15,,
기타차_유자캐모마일 아이스(ICED),51,0.17,,
기타차_유자캐모마일 아이스(ICED) (더벤티),53,0.1,,
기타차_유자캐모마일 핫(HOT),51,0.17,,
기타차_인디안 차이티 아이스(ICED),0,0.0,,
기타차_인디안 차이티 핫(HOT),0,0.0,,
기타차_자몽 그린티 (J),12,0.15,,
기타차_자몽 그린티 (L),12,0.21,,
기타차_자몽 블랙 프룻티,37,0.1,,
기타차_자몽 블랙 프룻티 아이스(ICED),37,0.1,,
기타차_자몽 블랙 프룻티 핫(HOT),52,0.15,,
기타차_자몽 얼그레이티 아이스(ICED),53,0.0,,
기타차_자몽 자스민티 아이스(ICED) (J),13,0.0,,
기타차_자몽 자스민티 아이스(ICED) (L),13,0.0,,
기타차_자몽 자스민티 핫(HOT) (J),17,0.0,,
기타차_자몽 자스민티 핫(HOT) (L),15,0.0,,
기타차_자몽히비스커스티 아이스(ICED),19,0.1,0.01,4.71
기타차_자몽히비스커스티 핫(HOT),25,0.13,0.01,6.12
기타차_작설차,1,0.17,,
기타차_저칼로리 망고 캐모마일티 제로슈거 (Venti),5,0.05,,
기타차_저칼로리 콜라겐 퀸즈베리 히비스커스티 노슈거 (Venti),9,0.24,,
기타차_저칼로리 퀸즈베리 히비스커스티 노슈거 (Tall),8,0.05,,
기타차_제로칼로리 깔라만시 캐모마일티 (Venti),2,0.04,,
기타차_제로칼로리 레몬 블랙티 제로슈거 (Venti),2,0.05,,
기타차_제로칼로리 복숭아 아이스티 노슈거 (초대용량),1,0.07,,
기타차_제로칼로리 청사과 캐모마일티 제로슈거 (Venti),2,0.02,,
기타차_제로칼로리 청포도 캐모마일티 제로슈거 (Venti),3,0.03,,
